"Address","Response","CertName","Issuer","EffectiveDate","Expires"
"https://www.microsoft.com","OK","C=US, S=WA, L=Redmond, O=Microsoft Corporation, OU=Microsoft Corporation, CN=www.microsoft.com","C=US, S=Washington, L=Redmond, O=Microsoft Corporation, OU=Microsoft IT, CN=Microsoft IT TLS CA 4","16/01/2018 21:24:02","16/01/2020 21:24:02"
"https://portal.azure.com","OK","CN=portal.azure.com","C=US, S=Washington, L=Redmond, O=Microsoft Corporation, OU=Microsoft IT, CN=Microsoft IT TLS CA 2","21/08/2018 23:59:42","21/08/2020 23:59:42"
